"Ticker","Date","Adj_Close","company_id","stock_ticker","company","date_ipo","market_capitalization","pet_market_segment","company_size"
"CHWY","2020-03-27 00:00:00",36.16,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-03-30 00:00:00",38,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-03-31 00:00:00",37.490002,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-04-01 00:00:00",35.98,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-04-02 00:00:00",35.060001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-04-03 00:00:00",33.369999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-04-06 00:00:00",33.220001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-04-07 00:00:00",33.310001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-04-08 00:00:00",36.93,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-04-09 00:00:00",42.610001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-04-13 00:00:00",40.240002,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-04-14 00:00:00",41.32,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-04-15 00:00:00",43.91,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-04-16 00:00:00",44.91,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-04-17 00:00:00",43.779999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-04-20 00:00:00",44.720001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-04-21 00:00:00",43.439999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-04-22 00:00:00",44.82,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-04-23 00:00:00",43.349998,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-04-24 00:00:00",44.040001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-04-27 00:00:00",46.18,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-04-28 00:00:00",44.16,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-04-29 00:00:00",45,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-04-30 00:00:00",43.240002,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-05-01 00:00:00",42.900002,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-05-04 00:00:00",39.240002,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-05-05 00:00:00",42.09,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-05-06 00:00:00",40.369999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-05-07 00:00:00",39.400002,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-05-08 00:00:00",39.41,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-05-11 00:00:00",39.049999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-05-12 00:00:00",40.360001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-05-13 00:00:00",41.77,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-05-14 00:00:00",41.290001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-05-15 00:00:00",42.110001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-05-18 00:00:00",41.080002,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-05-19 00:00:00",40.049999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-05-20 00:00:00",39.450001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-05-21 00:00:00",40.189999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-05-22 00:00:00",42.75,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-05-26 00:00:00",41.709999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-05-27 00:00:00",40.130001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-05-28 00:00:00",41.790001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-05-29 00:00:00",44.439999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-06-01 00:00:00",45.09,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-06-02 00:00:00",49.419998,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-06-03 00:00:00",48.220001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-06-04 00:00:00",49.110001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-06-05 00:00:00",48.439999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-06-08 00:00:00",48.77,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-06-09 00:00:00",51.509998,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-06-10 00:00:00",49.630001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-06-11 00:00:00",49.18,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-06-12 00:00:00",48.130001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-06-15 00:00:00",46.759998,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-06-16 00:00:00",47.09,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-06-17 00:00:00",49.560001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-06-18 00:00:00",48.200001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-06-19 00:00:00",50.299999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-06-22 00:00:00",50.91,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-06-23 00:00:00",48.91,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-06-24 00:00:00",49.740002,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-06-25 00:00:00",49.439999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-06-26 00:00:00",46.939999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-06-29 00:00:00",45.150002,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-06-30 00:00:00",44.689999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-07-01 00:00:00",46.459999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-07-02 00:00:00",47.080002,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-07-06 00:00:00",46.970001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-07-07 00:00:00",47.799999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-07-08 00:00:00",49.990002,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-07-09 00:00:00",51.919998,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-07-10 00:00:00",48.549999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-07-13 00:00:00",49.049999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-07-14 00:00:00",48,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-07-15 00:00:00",47.119999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-07-16 00:00:00",48.220001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-07-17 00:00:00",46.799999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-07-20 00:00:00",49.43,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-07-21 00:00:00",48.810001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-07-22 00:00:00",48.709999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-07-23 00:00:00",47.52,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-07-24 00:00:00",45.959999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-07-27 00:00:00",46.73,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-07-28 00:00:00",46.32,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-07-29 00:00:00",47.59,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-07-30 00:00:00",49.02,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-07-31 00:00:00",52.490002,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-08-03 00:00:00",56.84,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-08-04 00:00:00",58.139999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-08-05 00:00:00",58.82,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-08-06 00:00:00",56.740002,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-08-07 00:00:00",54.91,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-08-10 00:00:00",53.400002,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-08-11 00:00:00",50.610001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-08-12 00:00:00",53.150002,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-08-13 00:00:00",54.619999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-08-14 00:00:00",53.790001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-08-17 00:00:00",55.630001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-08-18 00:00:00",57.119999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-08-19 00:00:00",56.220001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-08-20 00:00:00",57.209999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-08-21 00:00:00",56.970001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-08-24 00:00:00",57.060001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-08-25 00:00:00",56.66,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-08-26 00:00:00",58.279999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-08-27 00:00:00",56.880001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-08-28 00:00:00",59.73,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-08-31 00:00:00",61.07,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-09-01 00:00:00",69.43,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-09-02 00:00:00",70.099998,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-09-03 00:00:00",61.939999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-09-04 00:00:00",61.18,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-09-08 00:00:00",60.799999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-09-09 00:00:00",61.5,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-09-10 00:00:00",59.689999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-09-11 00:00:00",53.810001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-09-14 00:00:00",53,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-09-15 00:00:00",54.110001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-09-16 00:00:00",56.16,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-09-17 00:00:00",54.419998,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-09-18 00:00:00",53,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-09-21 00:00:00",53.220001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-09-22 00:00:00",54.48,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-09-23 00:00:00",54.990002,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-09-24 00:00:00",54.959999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-09-25 00:00:00",56,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-09-28 00:00:00",56.369999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-09-29 00:00:00",54.970001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-09-30 00:00:00",54.830002,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-10-01 00:00:00",58.93,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-10-02 00:00:00",56.549999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-10-05 00:00:00",57.52,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-10-06 00:00:00",56.16,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-10-07 00:00:00",57.040001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-10-08 00:00:00",58.669998,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-10-09 00:00:00",61.580002,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-10-12 00:00:00",64.449997,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-10-13 00:00:00",66.860001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-10-14 00:00:00",64.120003,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-10-15 00:00:00",64.879997,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-10-16 00:00:00",67.239998,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-10-19 00:00:00",68.889999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-10-20 00:00:00",68.110001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-10-21 00:00:00",64.669998,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-10-22 00:00:00",63.619999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-10-23 00:00:00",63.630001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-10-26 00:00:00",63.490002,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-10-27 00:00:00",67.720001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-10-28 00:00:00",72.010002,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-10-29 00:00:00",67.669998,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-10-30 00:00:00",61.599998,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-11-02 00:00:00",60.790001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-11-03 00:00:00",64.239998,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-11-04 00:00:00",67.040001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-11-05 00:00:00",67.589996,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-11-06 00:00:00",70.32,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-11-09 00:00:00",62.09,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-11-10 00:00:00",59.919998,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-11-11 00:00:00",63.959999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-11-12 00:00:00",63.380001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-11-13 00:00:00",62.990002,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-11-16 00:00:00",64.330002,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-11-17 00:00:00",64.379997,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-11-18 00:00:00",66.400002,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-11-19 00:00:00",66.720001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-11-20 00:00:00",68.709999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-11-23 00:00:00",69.269997,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-11-24 00:00:00",67.25,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-11-25 00:00:00",69.339996,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-11-27 00:00:00",74.25,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-11-30 00:00:00",77.580002,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-12-01 00:00:00",75.339996,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-12-02 00:00:00",71.230003,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-12-03 00:00:00",72.68,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-12-04 00:00:00",74.940002,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-12-07 00:00:00",74.779999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-12-08 00:00:00",79.150002,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-12-09 00:00:00",75.57,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-12-10 00:00:00",78.07,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-12-11 00:00:00",85.110001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-12-14 00:00:00",82.809998,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-12-15 00:00:00",91.129997,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-12-16 00:00:00",94.120003,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-12-17 00:00:00",100.18,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-12-18 00:00:00",100.129997,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-12-21 00:00:00",107.489998,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-12-22 00:00:00",106.690002,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-12-23 00:00:00",102.080002,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-12-24 00:00:00",104.010002,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-12-28 00:00:00",92.610001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-12-29 00:00:00",90.919998,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-12-30 00:00:00",92.339996,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2020-12-31 00:00:00",89.889999,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2021-01-04 00:00:00",88.900002,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2021-01-05 00:00:00",95.290001,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
"CHWY","2021-01-06 00:00:00",94.019997,1,"CHWY","Chewy, Inc,","2019-06-14","13.95B","Pet Supplies, E-commerce",21300
